pid,detected,time
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 12:35:03
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 12:55:02
2096,None Detected,27-Jul-2017 13:05:02
2096,None Detected,27-Jul-2017 13:31:21
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 13:45:02
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 14:05:02
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 14:25:02
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 14:30:02
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 14:40:05
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 15:05:15
2096,None Detected,27-Jul-2017 15:55:04
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 16:05:03
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 16:10:02
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 16:15:02
2096,a104ddcdb45a850fe67d711180845a92,27-Jul-2017 16:30:02
2096,None Detected,27-Jul-2017 16:45:01
2096,None Detected,27-Jul-2017 17:10:03
2096,None Detected,27-Jul-2017 17:15:02
2096,None Detected,27-Jul-2017 17:20:02
2096,None Detected,27-Jul-2017 17:25:02
2096,None Detected,27-Jul-2017 17:30:01
2096,None Detected,27-Jul-2017 17:50:02
2096,None Detected,27-Jul-2017 18:00:02
2096,None Detected,27-Jul-2017 18:05:02
2096,None Detected,27-Jul-2017 18:10:03
2096,None Detected,27-Jul-2017 18:20:02
2096,None Detected,27-Jul-2017 18:30:03
2096,None Detected,27-Jul-2017 18:35:02
2096,None Detected,27-Jul-2017 18:50:01
2096,None Detected,27-Jul-2017 18:55:01
2096,None Detected,27-Jul-2017 19:00:01
2096,None Detected,27-Jul-2017 19:20:03
2096,None Detected,27-Jul-2017 19:25:02
2096,None Detected,27-Jul-2017 19:30:01
2096,None Detected,27-Jul-2017 19:35:02
2096,None Detected,27-Jul-2017 19:45:02
2096,None Detected,27-Jul-2017 19:50:02
2096,None Detected,27-Jul-2017 20:00:12
2096,None Detected,27-Jul-2017 20:05:02
2096,None Detected,27-Jul-2017 20:15:02
2096,None Detected,27-Jul-2017 20:30:02
2096,None Detected,27-Jul-2017 20:40:01
2096,None Detected,27-Jul-2017 21:20:02
2096,None Detected,27-Jul-2017 23:00:02
2096,None Detected,28-Jul-2017 00:00:02
2096,None Detected,28-Jul-2017 01:15:13
2096,None Detected,28-Jul-2017 01:50:02
2096,None Detected,28-Jul-2017 02:00:10
2096,None Detected,28-Jul-2017 02:25:07
2096,None Detected,28-Jul-2017 02:50:18
2096,None Detected,28-Jul-2017 03:10:15
2096,None Detected,28-Jul-2017 03:15:17
2096,None Detected,28-Jul-2017 03:25:07
2096,None Detected,28-Jul-2017 03:35:02
2096,None Detected,28-Jul-2017 03:40:06
2096,None Detected,28-Jul-2017 03:45:11
2096,None Detected,28-Jul-2017 03:50:01
2096,None Detected,28-Jul-2017 03:55:10
2096,None Detected,28-Jul-2017 04:00:13
2096,None Detected,28-Jul-2017 04:05:02
2096,None Detected,28-Jul-2017 04:15:06
2096,None Detected,28-Jul-2017 04:25:11
2096,None Detected,28-Jul-2017 04:30:17
2096,None Detected,28-Jul-2017 04:35:13
2096,None Detected,28-Jul-2017 04:45:02
2096,None Detected,28-Jul-2017 04:50:11
2096,None Detected,28-Jul-2017 04:55:16
2096,None Detected,28-Jul-2017 05:00:16
2096,None Detected,28-Jul-2017 05:05:40
2096,None Detected,28-Jul-2017 05:10:38
2096,None Detected,28-Jul-2017 05:25:33
2096,None Detected,28-Jul-2017 05:35:20
2096,None Detected,28-Jul-2017 05:45:16
2096,None Detected,28-Jul-2017 05:55:13
2096,None Detected,28-Jul-2017 06:05:25
2096,None Detected,28-Jul-2017 06:10:02
2096,None Detected,28-Jul-2017 06:20:01
2096,None Detected,28-Jul-2017 06:30:15
2096,None Detected,28-Jul-2017 06:45:08
2096,None Detected,28-Jul-2017 06:50:04
2096,None Detected,28-Jul-2017 06:55:02
2096,None Detected,28-Jul-2017 07:00:02
2096,None Detected,28-Jul-2017 07:05:02
2096,None Detected,28-Jul-2017 07:15:01
2096,None Detected,28-Jul-2017 07:20:02
2096,None Detected,28-Jul-2017 07:25:01
2096,None Detected,28-Jul-2017 07:30:02
2096,None Detected,28-Jul-2017 07:35:02
2096,None Detected,28-Jul-2017 07:45:02
2096,None Detected,28-Jul-2017 07:55:02
2096,None Detected,28-Jul-2017 08:00:01
2096,None Detected,28-Jul-2017 08:06:37
2096,None Detected,28-Jul-2017 08:10:04
2096,None Detected,28-Jul-2017 08:20:02
2096,None Detected,28-Jul-2017 08:25:02
2096,None Detected,28-Jul-2017 08:30:02
2096,None Detected,28-Jul-2017 08:40:01
2096,None Detected,28-Jul-2017 08:45:03
2096,None Detected,28-Jul-2017 08:50:02
2096,None Detected,28-Jul-2017 09:00:08
2096,None Detected,28-Jul-2017 09:05:02
2096,None Detected,28-Jul-2017 09:25:02
2096,None Detected,28-Jul-2017 09:30:02
2096,None Detected,28-Jul-2017 09:40:02
2096,None Detected,28-Jul-2017 09:45:02
2096,None Detected,28-Jul-2017 09:50:02
2096,None Detected,28-Jul-2017 10:00:01
2096,None Detected,28-Jul-2017 10:05:02
2096,None Detected,28-Jul-2017 10:10:01
2096,None Detected,28-Jul-2017 10:15:20
2096,None Detected,28-Jul-2017 10:25:02
2096,None Detected,28-Jul-2017 10:30:01
2096,None Detected,28-Jul-2017 10:35:02
2096,None Detected,28-Jul-2017 10:40:02
2096,None Detected,28-Jul-2017 10:45:03
2096,None Detected,28-Jul-2017 10:55:02
2096,None Detected,28-Jul-2017 11:02:00
2096,None Detected,28-Jul-2017 11:05:03
2096,None Detected,28-Jul-2017 11:10:02
2096,None Detected,28-Jul-2017 11:15:43
2096,None Detected,28-Jul-2017 11:25:02
2096,None Detected,28-Jul-2017 11:30:02
2096,None Detected,28-Jul-2017 11:35:02
2096,None Detected,28-Jul-2017 11:43:07
2096,None Detected,28-Jul-2017 11:45:02
2096,None Detected,28-Jul-2017 11:55:02
2096,None Detected,28-Jul-2017 12:05:02
2096,None Detected,28-Jul-2017 12:10:02
2096,None Detected,28-Jul-2017 12:15:02
2096,None Detected,28-Jul-2017 12:25:02
2096,None Detected,28-Jul-2017 12:35:02
2096,None Detected,28-Jul-2017 12:40:01
2096,None Detected,28-Jul-2017 12:45:02
2096,None Detected,28-Jul-2017 12:55:02
2096,None Detected,28-Jul-2017 13:05:01
2096,None Detected,28-Jul-2017 13:10:01
2096,None Detected,28-Jul-2017 13:20:03
2096,None Detected,28-Jul-2017 13:25:02
2096,None Detected,28-Jul-2017 13:35:02
2096,None Detected,28-Jul-2017 13:40:01
2096,None Detected,28-Jul-2017 13:50:02
2096,None Detected,28-Jul-2017 16:10:01
2096,None Detected,28-Jul-2017 16:15:03
2096,None Detected,28-Jul-2017 16:50:02
2096,None Detected,28-Jul-2017 17:00:02
2096,None Detected,28-Jul-2017 17:05:03
2096,None Detected,28-Jul-2017 17:15:01
2096,None Detected,28-Jul-2017 17:20:02
2096,None Detected,28-Jul-2017 17:25:01
2096,None Detected,28-Jul-2017 17:45:02
2096,None Detected,28-Jul-2017 17:55:02
2096,None Detected,28-Jul-2017 18:15:01
2096,None Detected,28-Jul-2017 18:25:02
2096,None Detected,28-Jul-2017 18:35:02
2096,None Detected,28-Jul-2017 18:40:01
2096,None Detected,28-Jul-2017 18:45:02
2096,None Detected,28-Jul-2017 18:55:01
2096,None Detected,28-Jul-2017 19:00:07
2096,None Detected,28-Jul-2017 19:05:02
2096,None Detected,28-Jul-2017 19:20:04
2096,None Detected,28-Jul-2017 19:25:02
2096,None Detected,28-Jul-2017 19:40:02
2096,None Detected,28-Jul-2017 19:50:02
2096,None Detected,28-Jul-2017 19:55:02
2096,None Detected,28-Jul-2017 20:00:02
2096,None Detected,28-Jul-2017 20:05:01
2096,None Detected,28-Jul-2017 20:10:00
2096,None Detected,28-Jul-2017 20:15:01
2096,None Detected,28-Jul-2017 20:20:02
2096,None Detected,28-Jul-2017 20:40:02
2096,None Detected,28-Jul-2017 20:45:02
2096,None Detected,28-Jul-2017 20:50:03
2096,None Detected,28-Jul-2017 20:55:01
2096,None Detected,28-Jul-2017 21:00:11
2096,None Detected,28-Jul-2017 21:05:02
2096,None Detected,28-Jul-2017 21:10:02
2096,None Detected,28-Jul-2017 21:15:02
2096,None Detected,28-Jul-2017 21:45:02
2096,None Detected,28-Jul-2017 22:00:02
2096,None Detected,28-Jul-2017 22:15:03
2096,None Detected,28-Jul-2017 22:25:04
2096,None Detected,28-Jul-2017 22:30:02
2096,None Detected,28-Jul-2017 22:40:02
2096,None Detected,28-Jul-2017 23:00:02
2096,None Detected,28-Jul-2017 23:20:01
2096,None Detected,28-Jul-2017 23:25:02
2096,None Detected,28-Jul-2017 23:30:08
2096,None Detected,28-Jul-2017 23:40:02
2096,None Detected,28-Jul-2017 23:45:02
2096,None Detected,29-Jul-2017 00:10:02
2096,None Detected,29-Jul-2017 00:15:02
2096,None Detected,29-Jul-2017 00:25:02
2096,None Detected,29-Jul-2017 00:35:02
2096,None Detected,29-Jul-2017 00:45:03
2096,None Detected,29-Jul-2017 00:55:03
2096,None Detected,29-Jul-2017 01:10:02
2096,None Detected,29-Jul-2017 01:25:06
2096,None Detected,29-Jul-2017 01:35:05
2096,None Detected,29-Jul-2017 02:15:04
2096,None Detected,29-Jul-2017 02:25:02
2096,None Detected,29-Jul-2017 02:30:01
2096,None Detected,29-Jul-2017 02:35:02
2096,None Detected,29-Jul-2017 02:40:02
2096,None Detected,29-Jul-2017 02:50:02
2096,None Detected,29-Jul-2017 02:55:03
2096,None Detected,29-Jul-2017 03:05:02
2096,None Detected,29-Jul-2017 03:10:05
2096,None Detected,29-Jul-2017 03:40:01
2096,None Detected,29-Jul-2017 03:45:02
2096,None Detected,29-Jul-2017 03:50:09
2096,None Detected,29-Jul-2017 03:55:05
2096,None Detected,29-Jul-2017 04:00:05
2096,None Detected,29-Jul-2017 04:05:02
2096,None Detected,29-Jul-2017 04:15:06
2097,None Detected,29-Jun-2017 11:25:01
2097,None Detected,29-Jun-2017 11:30:02
2097,None Detected,29-Jun-2017 11:35:01
2097,None Detected,29-Jun-2017 11:40:01
2097,None Detected,29-Jun-2017 11:45:02
2097,None Detected,29-Jun-2017 11:50:02
2097,None Detected,29-Jun-2017 11:55:01
2097,None Detected,29-Jun-2017 12:00:37
2097,None Detected,29-Jun-2017 12:05:36
2097,None Detected,29-Jun-2017 12:10:03
2097,None Detected,29-Jun-2017 12:15:00
2097,None Detected,29-Jun-2017 12:20:01
2097,None Detected,29-Jun-2017 12:25:01
2097,None Detected,29-Jun-2017 12:30:00
2097,None Detected,29-Jun-2017 12:35:01
2097,None Detected,29-Jun-2017 12:40:01
2097,7d6204320b0feb749f63eb23108a6e88,29-Jun-2017 12:45:01
2097,None Detected,29-Jun-2017 12:50:01
2097,None Detected,29-Jun-2017 12:55:00
2097,None Detected,29-Jun-2017 13:00:03
2097,None Detected,29-Jun-2017 13:05:01
2097,None Detected,29-Jun-2017 13:10:01
2097,None Detected,29-Jun-2017 13:15:02
2097,None Detected,29-Jun-2017 13:20:01
2097,None Detected,29-Jun-2017 13:24:59
2097,None Detected,29-Jun-2017 13:30:00
2097,None Detected,29-Jun-2017 13:35:00
2097,None Detected,29-Jun-2017 13:41:10
2097,None Detected,29-Jun-2017 13:45:01
2097,None Detected,29-Jun-2017 13:50:01
2097,None Detected,29-Jun-2017 13:55:00
2097,None Detected,29-Jun-2017 14:00:00
2097,None Detected,29-Jun-2017 14:05:06
2097,None Detected,29-Jun-2017 14:10:02
2097,None Detected,29-Jun-2017 14:15:03
2097,None Detected,29-Jun-2017 14:20:02
2097,None Detected,29-Jun-2017 14:25:00
2097,None Detected,29-Jun-2017 14:30:01
2097,None Detected,29-Jun-2017 14:35:01
2097,None Detected,29-Jun-2017 14:40:02
2097,None Detected,29-Jun-2017 14:45:00
2097,None Detected,29-Jun-2017 14:50:00
2097,None Detected,29-Jun-2017 15:05:31
2097,None Detected,29-Jun-2017 15:13:25
2097,None Detected,29-Jun-2017 15:15:02
2097,None Detected,29-Jun-2017 15:29:14
2097,None Detected,29-Jun-2017 15:30:01
2097,None Detected,29-Jun-2017 15:35:30
2097,None Detected,29-Jun-2017 15:40:02
2097,None Detected,29-Jun-2017 16:31:16
2097,None Detected,29-Jun-2017 16:35:01
2097,None Detected,29-Jun-2017 16:40:32
2097,None Detected,29-Jun-2017 16:57:18
2097,None Detected,29-Jun-2017 17:00:01
2097,None Detected,29-Jun-2017 17:05:05
2097,None Detected,29-Jun-2017 17:10:01
2097,None Detected,29-Jun-2017 17:15:02
2097,None Detected,29-Jun-2017 17:20:01
2097,None Detected,29-Jun-2017 17:25:02
2097,None Detected,29-Jun-2017 17:30:02
2097,None Detected,29-Jun-2017 17:35:01
2097,None Detected,29-Jun-2017 17:40:01
2097,None Detected,29-Jun-2017 17:45:00
2097,None Detected,29-Jun-2017 17:50:01
2097,None Detected,29-Jun-2017 17:55:01
2097,None Detected,29-Jun-2017 18:00:04
2097,None Detected,29-Jun-2017 18:05:01
2097,None Detected,29-Jun-2017 18:10:01
2097,None Detected,29-Jun-2017 18:15:01
2097,None Detected,29-Jun-2017 18:20:01
2097,None Detected,29-Jun-2017 18:25:01
2097,None Detected,29-Jun-2017 18:30:04
2097,None Detected,29-Jun-2017 18:35:01
2097,None Detected,29-Jun-2017 18:40:01
2097,None Detected,29-Jun-2017 18:45:02
2097,None Detected,29-Jun-2017 18:50:08
2097,None Detected,29-Jun-2017 18:55:01
2097,None Detected,29-Jun-2017 19:00:01
2097,None Detected,29-Jun-2017 19:05:02
2097,None Detected,29-Jun-2017 19:10:01
2097,None Detected,29-Jun-2017 19:15:03
2097,None Detected,29-Jun-2017 19:20:02
2097,None Detected,29-Jun-2017 19:25:00
2097,None Detected,29-Jun-2017 19:30:02
2097,None Detected,29-Jun-2017 19:35:01
2097,None Detected,29-Jun-2017 19:40:00
2097,None Detected,29-Jun-2017 19:45:00
2097,None Detected,29-Jun-2017 19:50:01
2097,None Detected,29-Jun-2017 19:55:01
2097,None Detected,29-Jun-2017 20:00:02
2097,None Detected,29-Jun-2017 20:05:07
2097,None Detected,29-Jun-2017 20:10:02
2097,None Detected,29-Jun-2017 20:15:01
2097,None Detected,29-Jun-2017 20:20:01
2097,None Detected,29-Jun-2017 20:37:09
2097,None Detected,29-Jun-2017 20:40:01
2097,None Detected,29-Jun-2017 20:45:02
2097,None Detected,29-Jun-2017 20:50:00
2097,None Detected,29-Jun-2017 20:55:02
2097,None Detected,29-Jun-2017 21:00:01
2097,None Detected,29-Jun-2017 21:05:02
2097,None Detected,29-Jun-2017 21:10:01
2097,None Detected,29-Jun-2017 21:15:01
2097,None Detected,29-Jun-2017 21:20:02
2097,None Detected,29-Jun-2017 21:25:01
2097,None Detected,29-Jun-2017 21:30:00
2097,None Detected,29-Jun-2017 21:46:17
2097,None Detected,29-Jun-2017 22:00:23
2097,None Detected,29-Jun-2017 22:05:00
2097,None Detected,29-Jun-2017 22:10:00
2097,None Detected,29-Jun-2017 22:15:00
2097,None Detected,29-Jun-2017 22:20:00
2097,None Detected,29-Jun-2017 22:25:00
2097,None Detected,29-Jun-2017 22:30:00
2097,None Detected,29-Jun-2017 22:35:00
2097,None Detected,29-Jun-2017 22:40:00
2097,None Detected,29-Jun-2017 22:45:01
2097,None Detected,29-Jun-2017 22:50:01
2097,None Detected,29-Jun-2017 22:55:01
2097,None Detected,29-Jun-2017 23:00:09
2097,None Detected,29-Jun-2017 23:05:05
2097,None Detected,29-Jun-2017 23:10:01
2097,None Detected,29-Jun-2017 23:15:03
2097,None Detected,29-Jun-2017 23:20:01
2097,None Detected,29-Jun-2017 23:41:06
2097,None Detected,29-Jun-2017 23:46:50
2097,None Detected,29-Jun-2017 23:50:01
2097,None Detected,29-Jun-2017 23:55:01
2097,None Detected,30-Jun-2017 00:00:03
2097,None Detected,30-Jun-2017 00:05:05
2097,None Detected,30-Jun-2017 00:17:35
2097,None Detected,30-Jun-2017 00:30:49
2097,None Detected,30-Jun-2017 00:35:01
2097,None Detected,30-Jun-2017 00:49:44
2097,None Detected,30-Jun-2017 00:50:13
2097,None Detected,30-Jun-2017 01:02:18
2097,None Detected,30-Jun-2017 01:05:20
2097,None Detected,30-Jun-2017 01:14:39
2097,None Detected,30-Jun-2017 01:15:35
2097,None Detected,30-Jun-2017 01:20:25
2097,None Detected,30-Jun-2017 01:25:11
2097,None Detected,30-Jun-2017 01:30:09
2097,None Detected,30-Jun-2017 01:35:00
2097,None Detected,30-Jun-2017 01:40:01
2097,None Detected,30-Jun-2017 01:45:00
2097,None Detected,30-Jun-2017 01:50:01
2097,None Detected,30-Jun-2017 01:55:02
2097,None Detected,30-Jun-2017 02:00:00
2097,None Detected,30-Jun-2017 02:05:02
2097,None Detected,30-Jun-2017 02:10:00
2097,None Detected,30-Jun-2017 02:15:01
2097,None Detected,30-Jun-2017 02:20:01
2097,None Detected,30-Jun-2017 02:25:00
2097,None Detected,30-Jun-2017 03:19:30
2097,None Detected,30-Jun-2017 03:20:02
2097,None Detected,30-Jun-2017 03:25:03
2097,None Detected,30-Jun-2017 05:23:05
2097,None Detected,30-Jun-2017 05:25:01
2097,None Detected,30-Jun-2017 05:30:00
2097,None Detected,30-Jun-2017 05:35:00
2097,None Detected,30-Jun-2017 08:32:37
2097,None Detected,30-Jun-2017 08:35:01
2097,None Detected,30-Jun-2017 08:40:00
2097,None Detected,30-Jun-2017 08:45:01
2097,None Detected,30-Jun-2017 08:50:01
2097,None Detected,30-Jun-2017 08:55:48
2097,None Detected,30-Jun-2017 09:00:01
2097,None Detected,30-Jun-2017 09:05:00
2097,None Detected,30-Jun-2017 09:10:02
2097,None Detected,30-Jun-2017 09:15:00
2097,None Detected,30-Jun-2017 09:20:01
2097,None Detected,30-Jun-2017 09:25:01
2097,None Detected,30-Jun-2017 09:30:00
2097,None Detected,30-Jun-2017 09:35:00
2097,None Detected,30-Jun-2017 09:40:00
2097,None Detected,30-Jun-2017 09:45:02
2097,None Detected,30-Jun-2017 09:50:03
2097,None Detected,30-Jun-2017 09:55:00
2097,None Detected,30-Jun-2017 10:00:01
2097,None Detected,30-Jun-2017 10:05:01
2097,None Detected,30-Jun-2017 11:04:52
2097,None Detected,30-Jun-2017 11:10:00
2097,None Detected,30-Jun-2017 11:26:08
2097,None Detected,30-Jun-2017 11:30:01
2097,None Detected,30-Jun-2017 11:35:00
2097,None Detected,30-Jun-2017 11:40:00
2097,None Detected,30-Jun-2017 11:45:00
2097,None Detected,30-Jun-2017 11:50:17
2097,None Detected,30-Jun-2017 11:55:00
2097,None Detected,30-Jun-2017 12:00:00
2097,None Detected,30-Jun-2017 12:05:01
2097,None Detected,30-Jun-2017 12:10:01
2097,None Detected,30-Jun-2017 12:15:00
2097,None Detected,30-Jun-2017 12:20:01
2097,None Detected,30-Jun-2017 12:25:02
2097,None Detected,30-Jun-2017 12:30:01
2097,None Detected,30-Jun-2017 12:52:37
2097,None Detected,30-Jun-2017 12:55:00
2097,None Detected,30-Jun-2017 13:00:00
2097,None Detected,30-Jun-2017 13:05:01
2097,None Detected,30-Jun-2017 13:10:02
2097,None Detected,30-Jun-2017 13:15:01
2097,None Detected,30-Jun-2017 13:20:01
2097,None Detected,30-Jun-2017 13:25:01
2097,None Detected,30-Jun-2017 13:30:01
2097,4af555f4445df22cd98da12a13349cee,30-Jun-2017 13:35:01
2097,None Detected,30-Jun-2017 13:40:02
2097,None Detected,30-Jun-2017 13:45:01
2097,None Detected,30-Jun-2017 13:50:01
2097,None Detected,30-Jun-2017 13:55:00
2097,None Detected,30-Jun-2017 14:00:00
2097,None Detected,30-Jun-2017 14:05:07
2097,None Detected,30-Jun-2017 14:10:02
2097,None Detected,30-Jun-2017 14:15:01
2097,None Detected,30-Jun-2017 14:20:02
2097,None Detected,30-Jun-2017 14:25:00
2097,None Detected,30-Jun-2017 14:32:06
2097,None Detected,30-Jun-2017 14:35:02
2097,None Detected,30-Jun-2017 14:40:00
2097,None Detected,30-Jun-2017 14:55:12
2097,None Detected,30-Jun-2017 15:12:46
2097,None Detected,30-Jun-2017 15:27:07
2097,None Detected,30-Jun-2017 15:30:01
2097,None Detected,30-Jun-2017 15:46:14
2097,None Detected,30-Jun-2017 15:51:20
2097,None Detected,30-Jun-2017 16:04:58
2097,None Detected,30-Jun-2017 16:10:00
2097,None Detected,30-Jun-2017 16:18:42
2097,None Detected,30-Jun-2017 16:32:20
2097,None Detected,30-Jun-2017 16:42:28
2097,None Detected,30-Jun-2017 16:45:02
2097,None Detected,30-Jun-2017 16:50:01
2097,None Detected,30-Jun-2017 16:55:02
2097,None Detected,30-Jun-2017 17:00:03
2097,None Detected,30-Jun-2017 17:19:10
2097,None Detected,30-Jun-2017 17:25:13
2097,None Detected,30-Jun-2017 17:30:01
2097,None Detected,30-Jun-2017 17:35:00
2097,None Detected,30-Jun-2017 18:05:07
2097,None Detected,30-Jun-2017 18:05:41
2097,None Detected,30-Jun-2017 18:19:18
2097,None Detected,30-Jun-2017 18:20:01
2097,None Detected,30-Jun-2017 18:25:01
2097,None Detected,30-Jun-2017 18:30:00
2097,None Detected,30-Jun-2017 18:35:02
2097,None Detected,30-Jun-2017 18:40:00
2097,None Detected,30-Jun-2017 18:45:00
2097,None Detected,30-Jun-2017 18:50:01
2097,None Detected,30-Jun-2017 18:55:01
2097,None Detected,30-Jun-2017 19:00:01
2097,None Detected,30-Jun-2017 19:05:01
2097,None Detected,30-Jun-2017 19:10:02
2097,None Detected,30-Jun-2017 19:15:01
2097,None Detected,30-Jun-2017 19:20:02
2097,None Detected,30-Jun-2017 19:25:02
2097,None Detected,30-Jun-2017 19:30:03
2097,None Detected,30-Jun-2017 19:35:02
2097,None Detected,30-Jun-2017 19:40:27
2097,None Detected,30-Jun-2017 19:45:00
2097,None Detected,30-Jun-2017 19:50:01
2097,None Detected,30-Jun-2017 19:55:01
2097,None Detected,30-Jun-2017 20:00:01
2097,None Detected,30-Jun-2017 20:05:06
2097,None Detected,30-Jun-2017 20:10:01
2097,None Detected,30-Jun-2017 20:15:01
2097,None Detected,30-Jun-2017 20:20:02
2097,None Detected,30-Jun-2017 20:25:01
2097,None Detected,30-Jun-2017 20:30:01
2097,None Detected,30-Jun-2017 20:35:01
2097,None Detected,30-Jun-2017 20:40:01
2097,None Detected,30-Jun-2017 20:45:01
2097,None Detected,30-Jun-2017 20:50:03
2097,None Detected,30-Jun-2017 20:55:01
2097,None Detected,30-Jun-2017 21:00:01
2097,None Detected,30-Jun-2017 21:05:01
2097,None Detected,30-Jun-2017 21:10:02
2097,None Detected,30-Jun-2017 21:15:02
2097,None Detected,30-Jun-2017 21:20:01
2097,None Detected,30-Jun-2017 21:25:01
2097,None Detected,30-Jun-2017 21:30:02
2097,None Detected,30-Jun-2017 21:35:01
2097,None Detected,30-Jun-2017 21:40:02
2097,None Detected,30-Jun-2017 21:45:03
2097,None Detected,30-Jun-2017 21:50:01
2097,None Detected,30-Jun-2017 21:55:01
2097,None Detected,30-Jun-2017 22:00:02
2097,None Detected,30-Jun-2017 22:05:01
2097,None Detected,30-Jun-2017 22:10:01
2097,None Detected,30-Jun-2017 22:15:01
2097,None Detected,30-Jun-2017 22:20:02
2097,None Detected,30-Jun-2017 22:25:01
2097,None Detected,30-Jun-2017 22:30:01
2097,None Detected,30-Jun-2017 22:35:02
2097,None Detected,30-Jun-2017 22:40:00
2097,None Detected,30-Jun-2017 22:45:01
2097,None Detected,30-Jun-2017 22:50:02
2097,None Detected,30-Jun-2017 22:55:00
2097,None Detected,30-Jun-2017 23:00:01
2097,None Detected,30-Jun-2017 23:09:05
2097,None Detected,30-Jun-2017 23:10:17
2097,None Detected,30-Jun-2017 23:15:16
2097,None Detected,01-Jul-2017 00:11:53
2097,None Detected,01-Jul-2017 00:35:49
2097,None Detected,01-Jul-2017 00:40:02
2097,None Detected,01-Jul-2017 00:45:10
2097,None Detected,01-Jul-2017 00:50:02
2097,None Detected,01-Jul-2017 00:55:02
2097,None Detected,01-Jul-2017 01:00:01
2097,None Detected,01-Jul-2017 01:05:01
2097,None Detected,01-Jul-2017 01:10:02
2097,None Detected,01-Jul-2017 01:15:04
2097,None Detected,01-Jul-2017 01:20:00
2097,None Detected,01-Jul-2017 01:50:09
2097,None Detected,01-Jul-2017 01:55:00
2097,None Detected,01-Jul-2017 02:00:00
2097,None Detected,01-Jul-2017 02:05:01
2097,None Detected,01-Jul-2017 02:54:22
2097,None Detected,01-Jul-2017 02:55:00
2097,None Detected,01-Jul-2017 03:00:03
2097,None Detected,01-Jul-2017 04:52:25
2097,None Detected,01-Jul-2017 04:55:14
2097,None Detected,01-Jul-2017 05:00:00
2097,None Detected,01-Jul-2017 05:05:00
2097,None Detected,01-Jul-2017 08:57:02
2097,None Detected,01-Jul-2017 09:00:00
2097,None Detected,01-Jul-2017 09:05:00
2097,None Detected,01-Jul-2017 09:10:01
2097,None Detected,01-Jul-2017 09:15:00
2097,None Detected,01-Jul-2017 09:20:01
2097,None Detected,01-Jul-2017 09:25:03
2097,None Detected,01-Jul-2017 09:30:01
2097,None Detected,01-Jul-2017 09:35:00
2097,None Detected,01-Jul-2017 09:40:01
2097,None Detected,01-Jul-2017 09:45:02
2097,None Detected,01-Jul-2017 09:50:01
2097,None Detected,01-Jul-2017 09:55:00
2097,None Detected,01-Jul-2017 10:00:01
2097,None Detected,01-Jul-2017 11:02:01
2097,None Detected,01-Jul-2017 11:05:00
2097,None Detected,01-Jul-2017 11:55:09
2097,None Detected,01-Jul-2017 12:00:00
2097,None Detected,01-Jul-2017 12:05:01
2097,None Detected,01-Jul-2017 12:10:01
2097,None Detected,01-Jul-2017 12:15:01
2097,None Detected,01-Jul-2017 12:20:01
2097,None Detected,01-Jul-2017 12:25:00
2097,None Detected,01-Jul-2017 12:30:01
2097,None Detected,01-Jul-2017 12:35:03
2097,None Detected,01-Jul-2017 12:40:01
2097,None Detected,01-Jul-2017 12:45:22
2097,None Detected,01-Jul-2017 12:50:00
2097,None Detected,01-Jul-2017 13:16:30
2097,None Detected,01-Jul-2017 13:29:30
2097,None Detected,01-Jul-2017 13:30:42
2097,None Detected,01-Jul-2017 13:35:00
2097,None Detected,01-Jul-2017 13:42:05
2097,None Detected,01-Jul-2017 14:07:00
2097,None Detected,01-Jul-2017 14:10:00
2097,None Detected,01-Jul-2017 14:15:06
2097,None Detected,01-Jul-2017 14:20:02
2097,None Detected,01-Jul-2017 14:26:03
2097,None Detected,01-Jul-2017 14:30:02
2097,None Detected,01-Jul-2017 14:35:01
2097,None Detected,01-Jul-2017 14:40:02
2097,None Detected,01-Jul-2017 14:45:01
2097,None Detected,01-Jul-2017 14:50:00
2097,None Detected,01-Jul-2017 14:55:12
2097,None Detected,01-Jul-2017 15:00:01
2097,None Detected,01-Jul-2017 15:05:02
2097,None Detected,01-Jul-2017 15:11:02
2097,None Detected,01-Jul-2017 15:15:01
2097,None Detected,01-Jul-2017 15:20:01
2097,None Detected,01-Jul-2017 15:25:02
2097,None Detected,01-Jul-2017 15:30:08
2097,None Detected,01-Jul-2017 15:34:59
2097,None Detected,01-Jul-2017 15:45:02
2097,None Detected,01-Jul-2017 15:53:51
2097,None Detected,01-Jul-2017 15:55:02
2097,None Detected,01-Jul-2017 16:28:19
2097,None Detected,01-Jul-2017 16:30:11
2097,None Detected,01-Jul-2017 16:35:01
2097,None Detected,01-Jul-2017 16:40:02
2097,None Detected,01-Jul-2017 16:45:01
2097,None Detected,01-Jul-2017 16:50:01
2097,None Detected,01-Jul-2017 16:55:02
